{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,7,5,9, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,6,4,8, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,15,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,10,14,11,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{10,14,12,13,11, 0,0,0,0,0, 0,1,2,2,2, 3},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
{0,0,0,0,0, 0,0,0,0,0, 0,0,0,0,0, 0},
